,COUNTA of RC DUE
YES/NO,,Designation,,,,,,,,,,,,,,,,,,,,,,,
,RC DUE Year,RC DUE Month,ASSISTANT,JE,Jr.CLERK,OS,Sr.TECH,Sr.TECH/BS,SSE,SSE/INCHARGE,TECH/I,TECH/I/CJ,TECH/II,TECH/III,Grand Total,,,,,,,,,,,
,2007,,,,,,1,,,,,,,,1,,,,,,,,,,,
,2008,04,,,,,,,,,2,,,,2,,,,,,,,,,,
,2008 Total,,,,,,,,,,2,,,,2,,,,,,,,,,,
,2010,03,,,,,,,,,1,,,,1,,,,,,,,,,,
,2010 Total,,,,,,,,,,1,,,,1,,,,,,,,,,,
,2011,09,,,,,,,,,,,1,,1,,,,,,,,,,,
,2011 Total,,,,,,,,,,,,1,,1,,,,,,,,,,,
,2012,01,,,,,,,,,1,,,,1,,,,,,,,,,,
,,10,,,,,,,,,,,,1,1,,,,,,,,,,,
,2012 Total,,,,,,,,,,1,,,1,2,,,,,,,,,,,
,2020,12,,,,,,,,,,,,1,1,,,,,,,,,,,
,2020 Total,,,,,,,,,,,,,1,1,,,,,,,,,,,
,2021,01,,,,,,,,,1,,,,1,,,,,,,,,,,
,2021 Total,,,,,,,,,,1,,,,1,,,,,,,,,,,
,2022,10,,,,,,,1,,,,,,1,,,,,,,,,,,
,2022 Total,,,,,,,,1,,,,,,1,,,,,,,,,,,
,2023,02,,,,,,,,,,,1,,1,,,,,,,,,,,
,,05,,,,,,,,,,,1,,1,,,,,,,,,,,
,,08,,1,,,1,,,,,,,,2,,,,,,,,,,,
,,12,,,,,,,,,,,5,,5,,,,,,,,,,,
,2023 Total,,,1,,,1,,,,,,7,,9,,,,,,,,,,,
,2024,01,,1,,,,,,1,,,,,2,,,,,,,,,,,
,,02,,,,,,,,,2,,,,2,,,,,,,,,,,
,,07,,,,,,,,1,,,,,1,,,,,,,,,,,
,,10,,,,,,,,,1,,,,1,,,,,,,,,,,
,2024 Total,,,1,,,,,,2,3,,,,6,,,,,,,,,,,
,2025,01,,,,,,,1,,2,,,,3,,,,,,,,,,,
,,02,,,,,,,,,1,,3,,4,,,,,,,,,,,
,,04,,,,,,,,,,,1,,1,,,,,,,,,,,
,,06,,,,,,,,,2,,2,,4,,,,,,,,,,,
,,07,,,,,,,,,1,,1,2,4,,,,,,,,,,,
,,08,,,,,1,,1,,1,,,1,4,,,,,,,,,,,
,,10,,1,,,4,,,,6,,,,11,,,,,,,,,,,
,,11,,,,,6,,,,6,,1,,13,,,,,,,,,,,
,,12,,,,,3,,,,2,,,1,6,,,,,,,,,,,
,2025 Total,,,1,,,14,,2,,21,,8,4,50,,,,,,,,,,,
,2026,01,,1,,,3,,,,1,,,,5,,,,,,,,,,,
,,02,,,,,1,,1,,,,,1,3,,,,,,,,,,,
,,03,,,,,4,,,,2,,1,3,10,,,,,,,,,,,
,,04,,,,,,,,1,,,,1,2,,,,,,,,,,,
,,05,,5,,,7,,1,,8,,,1,22,,,,,,,,,,,
,,06,,,,,,,1,,3,,,,4,,,,,,,,,,,
,,07,,1,,,2,,,,2,,1,,6,,,,,,,,,,,
,,08,,,,,,,,1,1,,1,6,9,,,,,,,,,,,
,,09,,,,,4,,1,,1,,6,10,22,,,,,,,,,,,
,,10,,1,,,6,,,1,2,,2,,12,,,,,,,,,,,
,,11,,,,,2,,1,2,,,,,5,,,,,,,,,,,
,,12,,,,,5,,1,1,3,,,2,12,,,,,,,,,,,
,2026 Total,,,8,,,34,,6,6,23,,11,24,112,,,,,,,,,,,
,2027,01,,,,,,,1,,,,,2,3,,,,,,,,,,,
,,02,,,,,4,,,,2,,,2,8,,,,,,,,,,,
,,03,,1,,,2,,1,1,,,,1,6,,,,,,,,,,,
,,04,,,,,3,,,2,,,,,5,,,,,,,,,,,
,,05,,3,,,4,,,1,9,,1,,18,,,,,,,,,,,
,,06,,,,,1,,1,,2,,,2,6,,,,,,,,,,,
,,07,,,,,1,,,,2,,,1,4,,,,,,,,,,,
,,08,,5,,,6,,,,2,,,1,14,,,,,,,,,,,
,,09,,,,,3,,1,,1,,,,5,,,,,,,,,,,
,,10,,,,,7,,,,,,,,7,,,,,,,,,,,
,,11,,1,,,,,,,9,,1,1,12,,,,,,,,,,,
,,12,,1,,,1,,,,4,,,1,7,,,,,,,,,,,
,2027 Total,,,11,,,32,,4,4,31,,2,11,95,,,,,,,,,,,
,2028,01,,1,,,1,,,,10,,1,4,17,,,,,,,,,,,
,,02,,,,,1,,,1,4,,,,6,,,,,,,,,,,
,,03,,1,,,2,,,,5,,,9,17,,,,,,,,,,,
,,04,,1,,,3,,1,,3,,,,8,,,,,,,,,,,
,,05,,1,,,,,1,,1,,,,3,,,,,,,,,,,
,,06,,,,,,,,1,2,,,,3,,,,,,,,,,,
,,07,,,,,1,,,,1,,,,2,,,,,,,,,,,
,,08,,,,,,,,,1,,,,1,,,,,,,,,,,
,,09,,,,,2,,,,1,,,,3,,,,,,,,,,,
,,10,,,,,,,,,,,,1,1,,,,,,,,,,,
,,11,,,,,4,,,,4,,3,,11,,,,,,,,,,,
,,12,,,,,,,,,2,,,,2,,,,,,,,,,,
,2028 Total,,,4,,,14,,2,2,34,,4,14,74,,,,,,,,,,,
,2029,01,,1,,,2,,2,,2,,,2,9,,,,,,,,,,,
,,02,,,,,2,,,1,4,,,,7,,,,,,,,,,,
,,03,,,,,1,,1,,2,,3,1,8,,,,,,,,,,,
,,04,,,,,1,,2,1,1,,,,5,,,,,,,,,,,
,,05,,1,,,3,,,3,,,6,2,15,,,,,,,,,,,
,,06,,,,,4,,1,,3,,10,,18,,,,,,,,,,,
,,07,,,,,,,,1,,,1,,2,,,,,,,,,,,
,,08,,,,,2,,,,5,,4,,11,,,,,,,,,,,
,,09,,,,,4,,,,4,,8,5,21,,,,,,,,,,,
,,10,,1,,,2,,,1,,,2,1,7,,,,,,,,,,,
,,11,,1,,,,,,,,,,,1,,,,,,,,,,,
,,12,,1,,,,,4,1,1,,2,,9,,,,,,,,,,,
,2029 Total,,,5,,,21,,10,8,22,,36,11,113,,,,,,,,,,,
,2030,01,,,,,,,,,1,,,,1,,,,,,,,,,,
,,02,,,,,1,,,,,,,,1,,,,,,,,,,,
,,03,,,1,,,1,,,1,,,,3,,,,,,,,,,,
,2030 Total,,,,1,,1,1,,,2,,,,5,,,,,,,,,,,
,,,71,,,,6,,,,19,,14,14,124,,,,,,,,,,,
, Total,,71,,,,6,,,,19,,14,14,124,,,,,,,,,,,
,NO RC,NO RC,205,1,2,4,1,2,,,,2,,,217,,,,,,,,,,,
,NO RC Total,,205,1,2,4,1,2,,,,2,,,217,,,,,,,,,,,
,Grand Total,,276,32,3,4,125,3,25,22,160,2,83,80,815,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
